1181,"Guadalupe Nuevo","Makati","Unit 2, 2nd Floor D And E Kimston Plaza, P. Victor Street, Guadalupe Nuevo, Makati City, 1212, Metro Manila,Makati City, Makati","Magsaysay Dental Care"
1182,"Marulas","Valenzuela","#50 Pio Valenzuela Street, Marulas, Valenzuela","A & N Dental Clinic"
1183,"Putatan","Muntinlupa","Soldierhills VM Mall Putatan, Muntinlupa","Medcare Multi-Specialty Clinic"
1184,"San Lorenzo","Makati","1008 Arnaiz Avenue San Lorenzo Village, Makati, Makati","The Dental Hub"
1185,"Poblacion","Makati","7/F, New Building Makati City Hall, Jp Rizal, Poblacion, City Of Makati, 1210, Metro Manila,Makati City, Makati","Makati District Health Laboratory"
1186,"Bel-Air","Makati","Unit 1205, Cityland Tower Ii H. V. Dela Costa St., Salcedo Village, Bel-Air 1227,Makati City, Makati","American Association of Clinical Endocrinologists"
1187,"Dasmarinas City","Cavite","#23 Jose Abad Santos Salitran 1, Cavite","The Dental Point"
1188,"Santa Cruz","Quezon","Rizal Avenue Santa Cruz, Quezon","Jose R. Reyes Memorial Medical Center"
1189,"Concepcion Dos","Marikina","AUSTIN STREET,Marikina City, Marikina","Igliane Dental Optical Clinic"
1190,"Pasay City","Pasay","4/F Metropoint Mall, Edsa, Corner Taft Avenue,Pasay City, Pasay","Mac Venture Drug Testing Laboratory"
1191,"Mangga","Quezon","2/F Aurora Bldg. 836 Aurora Blvd. Cubao,Quezon City, Quezon","Verga Dental Clinic"
1192,"Silangan","Quezon","2/floor 836 Aurora Building, Aurora Boulevard Cubao, Quezon","Cha - Rhet and Associates Dental Clinic"
1193,"Batis","San Juan","138 F-Bluementritt San Juan, San Juan","Clear View Optical"
1194,"Fairview","Quezon","#2247 Don Chino Roces Avenue, Makati City, Makati","Medicard Clinic"
1195,"Fairview","Quezon","Unit 105 Parc Royale Condo. Julia Vargas Avenue, Ortigas Center, Pasig City, Mandaluyong","Medicard Clinic"
1196,"Fort Bonifacio","Taguig","G/F Morgan Suites, Executive Residences, Taguig","Medicard"
1197,"Maybunga","Pasig","757 C. Raymundo Ave., Maybunga,Pasig City, Pasig","SAA Healthcare Medical Clinic"
1198,"Fairview","Quezon","Unit 31, E & F LF Building, Commonwealth Avenue, Corner Camaro Street, Fairview Quezon City, Quezon","Medicard Clinic"
1199,"Santa Elena","Marikina","83 Unit 11,15-17 Marikina East Centre, Deguanco Street, San Roque,Marikina City, Marikina","Health Stat Diagnostic and Medical Clinic"
1200,"Dasmarinas City","Cavite","Block 1 Lot 4 F1 Dasmariñas City, Cavite","Fabella Narciso Medical And Maternity Clinic"
1201,"Greenhills North","San Juan","U/G Level, Unit 106, Ash Creek Center, Ortigas Avenue Corner Madison Street, Greenhills, San Juan","All Smiles Family Dental Care"
1202,"Bel-Air","Makati","Suite 1720, Cityland Herrera Tower, 98 Rufino Street, Corner Valero Street, Salcedo Village, Makati City,Makati City, Makati","Makati Gentle Dentistry"
1203,"Cebu","Cebu City","Queen's Road, Redemptorist Drive, Cebu City, Cebu City","CPS Dental Surgery and Implant Centre"
1204,"Pasay City","Pasay","Metropoint Mall, Epifanio Delos Santos Avenue, Corner Taft Avenue,Pasay City, Pasay","North Horizon Drug Testing Center"
1205,"Wack-Wack Greenhills","Mandaluyong","UNIT 1009 MEDICAL PLAZA, SAN MIGUEL AVENUE, ORTIGAS,Pasig City, Mandaluyong","MOD Dental Clinic"
1206,"Alabang","Muntinlupa","10, National Road, Putatan,Muntinlupa City, Muntinlupa","Fortune Care"
1207,"Pasay City","Pasay","3rd Floor, Pasay City General Hospital, P. Burgos Street,Pasay City, Pasay","Pasay City Supply"
1208,"South Triangle","Quezon","Unit 3-I, Symphony Tower 1, Sgt. Esguerra St.,South Triangle,Quezon City, Quezon","Charm Dental Clinic"
1209,"Malate","Manila","1749 Pilar Hidalgo Lim Street Malate, Manila","Jose Dental Clinic"
1210,"Wack-Wack Greenhills","Mandaluyong","5th Floor, The Mega Atrium, Sm Megamall Building A, Epifanio Delos Santos Avenue, Corner Dona Julia Vargas Avenue,Mandaluyong City, Mandaluyong","Belo Medical Group Incorporated"
1211,"Pinyahan","Quezon","AFP Dental,V. Luna Avenue,Quezon City, Quezon","Ablana Dental Clinic"
1212,"Dona Josefa","Quezon","Rm 205 Aurora Bldg. #20 Pres. Ave BF Homes,Paranaque City, Quezon","Toothsavers Co."
1213,"Greenhills North","San Juan","Unit 39 Bridgewayshop, Greenhills Shopping Center, Ortigas Avenue, San Juan","Dermaestetica"
1214,"Santolan","Pasig","4th Level Robinsons Metroeast, Marcos Hi-Way, Barangay Dela Paz, Santolan 1610,Pasig city, Pasig","Dermclinic"
1215,"Addition Hills","Mandaluyong","Unit 25 Facilities Center, 548 Shaw Boulevard,Mandaluyong City, Mandaluyong","Diabetes Philippines Incorporated"
1216,"Sipac-Almacen","Navotas","Navotas City Hall M. Naval St Navotas 1485 Metro Manila, Navotas","Sipac Almacen Health Center"
1217,"Ayala Alabang","Muntinlupa","142 P. Diego Cera Ave. Real St. Ilaya Las Pinas City, Muntinlupa","C.V. See Optical Clinic"
1218,"Industrial Valley","Marikina","Russet Street Corner General Ordonez Street, Sss Village,Marikina City, Marikina","Caritas Health Care"
1219,"Cebu","Cebu City","3rd Floor, ABC Hotel and Homes F. Ramos St., Cebu City, Cebu City","Gentle Dental Care"
1220,"Batangas City","Batangas","Paran Street, Mataas Na Kahoy, Batangas","Chatlaine Vergara Dental Clinic"
1221,"Calumpang","Marikina","Lower Ground Sm City Marikina, Marcos Highway,Marikina City, Marikina","Manila Derm"
1222,"Santa Elena","Marikina","253, Shoe Avenue, Sto. Nino,Marikina City, Marikina","St. Ignatius De Loyola Health Care Services"
1223,"Fort Bonifacio","Taguig","Garden Lyold  St. Paler VIII Barangay Pinagsama Taguig City, Taguig","Smile And Bloom Dental Clinic"
1224,"San Lorenzo","Makati","Room 1204-1206, Medical Plaza Makati, Gan Advanced Osseointegration Center, Dela Rosa Street Corner Amorsolo Street, Legaspi Village, Makati","Medical Plaza"
1225,"Plainview","Mandaluyong","613, Blue Mansion Building, Boni Avenue,Mandaluyong City, Mandaluyong","Birth Place Clinic And Diagnostic Center"
1226,"Tandang Sora","Quezon","Unit 10, Ground Floor, M. Geronimo Building, 746 Mindanao Avenue, Barangay Tandang Sora, Quezon","Cherrie D. Flores Dental Clinic"
1227,"San Lorenzo","Makati","19 Floor Medical Plaza, Amorsolo Street, Corner Dela Rosa Street, Legaspi Village, Makati, 1200, Makati","Maxicare Healthcare Corporation"
1228,"Barangka","Marikina","U-5 Michael Arcade, Marcos Highway,Marikina City, Marikina","Goodhealth Medical Clinic"
1229,"Socorro","Quezon","SM Shoemart Cubao Arcade,Araneta Center Quezon City, Quezon","White Smile Dental Clinic"
1230,"Socorro","Quezon","Level 4 Gateway Tower Mall Araneta Center,Quezon City, Quezon","White Smile Dental Clinic"
1231,"Kamuning","Quezon","40 Judge Jimenez Street Kamuning, Quezon","Cherry Catacutan Bucsit Dental Clinic"
1232,"Gen. T. De Leon","Valenzuela","17 Mc Arthur Highway,Valenzuela City, Valenzuela","F & P Hernandez Maternity & Lying-In Clinic"
1233,"Bahay Toro","Quezon","Congressional Avenue,Quezon City, Quezon","Tarun Dental Clinic and Supply"
1234,"San Bartolome","Quezon","Unit 236A 2nd Level SM City Novaliches Quirino Highway, Quezon","Villalon - Padron Dental Clinic"
1235,"Maybunga","Pasig","Gold Park Trade Center, 88 Meralco Avenue, Ugong, Pasig City, Pasig","Teeth R Us"
1236,"Tinajeros","Malabon","#12 M.H. del Pilar St. Tugatog, Malabon City, Malabon","Estrella Dental Clinic"
1237,"Sampaloc","Manila","829 M. Dela Fuente St. Sampaloc Manila, Manila","Sarmiento Dental Clinic"
1238,"San Lorenzo","Makati","Unit Ar3, 20/f. Burgundy Corporale Tower, 252 Sen, Makati City, Makati","Cheryl E. Asuncion Dental Center"
1239,"San Lorenzo","Makati","Makati Medical Plaza, Amorsolo Corner Dela Rosa Street, Legaspi Village, Makati","BELO MEDICAL GROUP"
1240,"Cebu","Cebu City","Ground Floor, #10 Mercado Bldg., Gorordo Ave., Cebu City, Cebu City","Ruiz and Sabinay Dental Clinic"
1241,"Bayanan","Muntinlupa","267, National Road, Bayanan,Muntinlupa City, Muntinlupa","Soriano Dental Clinic"
1242,"Ugong Norte","Quezon","Biomedix Medical Laboratories Robinsons Galleria, Edsa, Corner Ortigas Avenue,Mandaluyong City, Quezon","Dr Cheryll Mae Hernandez"
1243,"Laging Handa","Quezon","Bright Condo, 60 Sct. Santiago St., Laging Handa, Diliman, Quezon City, Quezon","Behind Every Smile"
1244,"Brgy. 78","Caloocan","171 J. P. RIZAL ST., 030,CALOOCAN CITY, Caloocan","Cruz - Calilung Medical & Maternity Clinic"
1245,"Batangas City","Batangas","77 P. Burgos Street Batangas City, Batangas","Biscocho Dental Clinic"
1246,"BF Homes","Paranaque","Rm. 201 2nd Floor, Maria Adela Bldg. III, Aguirre Avenue, BF Homes Sucat (Beside Tarlac Rice Above All About Face), Paranaque","Ctc Dental Clinic"
1247,"BF Homes","Paranaque","Adela Bldg. Iii, Aguirre St., Bf Homes Sucat, Paranaque","Ctc Dental Clinic"
1248,"Sampaloc","Manila","1920 España Blvrd. Cor, Kudiman St. Sampaloc, Manila","Sergio Dental Clinic"
1249,"Pasay City","Pasay","26 C. Jose Street, Malibay, Pasay City, Pasay","Torrente Dental And Orthodontic Clinic"
1250,"Tinajeros","Malabon","11 General Pascual Avenue Acacia Malabon, Malabon","De Torres Dental Clinic"
1251,"San Isidro","Paranaque","Sucat Paranaque City, Paranaque","Medical Trends Clinic"
1252,"Santa Elena","Marikina","Amang Rodriguez Memorial Medical Center Santo Niño Marikina Metro Manila, Marikina","Amang Rodriguez Memorial Medical Center"
1253,"Ugong","Pasig","The Medical City, Ortigas Avenue, Pasig City, 1605, Metro Manila,Pasig city, Pasig","Coco Life Health Care"
1254,"Tambo","Paranaque","421 Quirino Ave. La Huerta, Parañaque City, Paranaque","Health World Multi Specialty Clinics"
1255,"San Lorenzo","Makati","Burgundy Corporate Tower, 252 Senator Gil Puyat Avenue, Legaspi Village, Makati City, 1229, Metro Manila,Makati City, Makati","Chrisandra T. Pablo Dental Clinic"
1256,"Gen. T. De Leon","Valenzuela","PH4 PKG5 TALIPAPA ST. BAGONG SILANG 176,CALOOCAN CITY, Valenzuela","Clinica Medica De Sta. Perpetual"
1257,"Batangas City","Batangas","Poblacion 2 Sta. Teresita, Batangas, Batangas","Esguerra Dental Clinic"
1258,"Urdaneta","Makati","19th Floor, Ucpb Corporate Offices Building, Makati Avenue, Makati City, 1200, Metro Manila,Makati City, Makati","Operation Smile"
1259,"Urdaneta","Makati","4th Floor, Ucpb Building, Makati Avenue 1200,Makati City, Makati","Operation Smile"
1260,"Socorro","Quezon","Unit B AAAC Building Number 71 Main Avenue Corner 13th Avenue, Cubao Quezon City, Quezon","First Impression Dental Clinic"
1261,"San Andres Bukid","Manila","1251 MRC Building Abreau Street, Malacañang, Manila","Cascasio Taguba Dental Clinic"
1262,"Novaliches","Caloocan","Unit 4b Quirino Hi-way Barangay Gulod Novaliches, Caloocan","Ang Co - Casalla Optical Clinic"
1263,"Navotas West","Navotas","621 M Naval Street Navotas, Navotas","Navotas Veterinary Clinic"
1264,"Pio del Pilar","Makati","2296, Chino Roces Street, Makati","Capiton Dental Clinic"
1265,"Culiat","Quezon","259 Tandang Sora Avenue, Quezon","C.M De Jesus Optical"
1266,"Palanan","Makati","4264 Emilia Street, Palanan, Makati City, Makati","Health Talk Ortho - Dental Clinic"
1267,"Alabang","Muntinlupa","#53, J.P. Rizal St. Calumpang, Muntinlupa","Dent Sure Medical Clinic"
1268,"Batangas City","Batangas","FRC Building ., 12 M.Pastor Avenue, Pallocan West, Batangas","Paws 'n' Whiskers Veterinary Clinic"
1269,"Tanza","Cavite","San Agustin Tanza, Cavite","Abeledo Dental Center"
1270,"Malibay","Pasay","Unit  C&D Ground Floor Harrison Residences 1971 FB Harisson Street, Pasay","Smile District Dental Clinic"
1271,"Malanday","Marikina","444 J.P. Rizal Street Barangay Sto. Niño Marikina City, Marikina","Cadiz Healthy Clinic"
1272,"Malanday","Marikina","8 E. Rodriguez Street,Marikina City, Marikina","Cadiz Healthy Clinic"
1273,"Alabang","Muntinlupa","Alabang Medical Clinic, 297 Montillano Street, Alabang,Muntinlupa City, Muntinlupa","Eastwest Healthcare Inc"
1274,"Cebu","Cebu City","3/F SM Seaside, Cebu City, Cebu City","Cebu Smiles Dentistry"
1275,"Bel-Air","Makati","J.P. Rizal Avenue, Barangay Bel-Air, Makati City, 1209, Metro Manila,Makati City, Makati","Megason Diagnostic Clinic"
1276,"Dasmarinas City","Cavite","Unit 1 Rudy 61 Building Dexterville Sabong, Cavite","Royal Facific Dental Surgic Clinic"
1277,"Plainview","Mandaluyong","Unit RS 3, San Francisco Garden Condominium, Boni Ave., Mandaluyong City, Mandaluyong","Halcyon Dental Clinic"
1278,"Kamuning","Quezon","K.Plaza Kamuning Quezon City, Quezon","C.G. Clinic"
1279,"Novaliches","Caloocan","1007 Salvador Avenue, Jordan Plains Novaliches Quezon City, Quezon","Commonwealth Hospital and Medical Center"
1280,"Santa Monica","Quezon","#1007 Salvador Avenue Jordan Plaines Novaliches Quezon City, Quezon","Villanueva Catangay Dental"
1281,"Ramon Magsaysay","Quezon","2 F 8 Congressional Avenue, Brgy. Bago Bantay, Quezon","Suazo Modina Dental Clinic"
1282,"Dasmarinas City","Cavite","2nd Floor Baucam Building, Malihan Street Zone1, Cavite","Christina Lazo Orthodental Clinic"
1283,"Laging Handa","Quezon","4/F CKB Center, Tomas Morato Corner Scout Rallos Street,Quezon City, Quezon","Facialcare Center"
1284,"Bel-Air","Makati","UG 37 Alfaro Place, 146 L.P. Leviste Street, Salcedo Village, Makati, Makati","Christine Aguilar - Rosas Dental Clinic"
1285,"E. Rodriguez","Quezon","Don Graciano Building, 1180 Eulogio Rodriguez Sr. Boulevard, New Manila, Quezon","J.C. Solis Dental Clinic and Laboratory"
1286,"Urdaneta","Makati","6762 Ayala Avenue, Makati City, 1200, Metro Manila,Makati City, Makati","Pabustan Dental Clinic"
1287,"Ermita","Manila","2/F Arquiza Trade Center, 1214 M.H. Del Pilar Street, Ermita, City of Manila, Manila","Plastic Surgery & Skin Care Clinic"
1288,"Binondo","Manila","36/F Robinsons Equitable Tower, ADB Avenue Corner Poveda Street, Ortigas Center,Pasig City, Mandaluyong","Facialcare Center"
1289,"Binondo","Manila","Unit 01 City Plaza Tower, 439 Plaza Del Conde Street, Binondo, City of Manila, Manila","Facialcare Center"
1290,"Maysan","Valenzuela","98 Brgy.  Maysan, Valenzuela City, Valenzuela","EJC Dental Clinic"
1291,"Barangka Ilaya","Mandaluyong","# 23-01 URCI Townhomes Alabang Zapote Rd. Pamplona,Las Pinas City, Las Pinas","Elijah Dental Specialist"
1292,"Barangka Ilaya","Mandaluyong","Unit 4 Lg Globe Telecom Plaza, Pioneer Street Cor, Madison Sts, Mandaluyong","Elijah Dental Specialist"
1293,"San Antonio","Quezon","56 - F MH Del Pilar Street, corner Roosevelt avenue Quezon City, Quezon","Gutierrez Dental Clinic"
1294,"West Rembo","Makati","169 Block 5, Bayabas Street, West Rembo, Makati City, 1215, Metro Manila,Makati City, Makati","Christine Joyce Fantinalgo MD"
1295,"Talon Dos","Las Pinas","#15 Mother Earth Avenue, Mother earth Subdivision, Las Piñas City, Las Pinas","CJ Rueda Dental Care"
1296,"Ramon Magsaysay","Quezon","Cagayan Rd, Ramon Magsaysay, Quezon City, Quezon","C. Litonjua Dental Clinic"
1297,"Guadalupe Nuevo","Makati","121 Perea Building 2nd Floor P. Burgos Street Corner Reposo Street Guadalupe Makati City, Makati","C. M. Olivares Dental Clinic"
1298,"Wack-Wack Greenhills","Mandaluyong","Unit 901, Wack Wack Apartments, Wack Wack Road,Mandaluyong City, Mandaluyong","Dr Christine Marie P Lopez"
1299,"Laging Handa","Quezon","26 Sct. De Guia St. Barangay. Laging Handa, Quezon City, Quezon","Ileto Dental Clinic"
1300,"Wack-Wack Greenhills","Mandaluyong","CHSI Unit 1614 Medical Plaza Ortigas,Pasig city, Mandaluyong","Victoria Dental Clinic"
1301,"Guadalupe Viejo","Makati","araneta center cubao, Quezon","Beverly Hills 6750"
1302,"Guadalupe Viejo","Makati","200 Wilson Street, San Juan","Beverly Hills 6750"
1303,"Guadalupe Viejo","Makati","200 Wilson Street San Juan, 1502 Manila, Philippines, San Juan","Beverly Hills 6750"
1304,"Guadalupe Viejo","Makati","3rd Floor Joya Lofts and Towers Joya Drive Rockwell Center 49 Timog Avenue, South Triangle, Makati","Beverly Hills 6750"
1305,"Socorro","Quezon","Col. Bonny Serrano Avenue,Quezon City, Quezon","Dental Sync Pro"
1306,"Cebu","Cebu City","Unit 12G/F Century Plaza Commercial Complex, Juana Osmeña St, Cebu City","Lim - Peters Dental Clinic"
1307,"Highway Hills","Mandaluyong","2458 Suter Street Santa Ana, Manila","Health First"
1308,"Holy Spirit","Quezon","18 Dangay Street Veterans Village Project 7, Quezon City, Quezon","Jan - Chris Dental Care"
1309,"Holy Spirit","Quezon","321 Sta. Catalina St. Brgy. Holy Spirit, Quezon","Jan - Chris Dental Care"
1310,"San Andres Bukid","Manila","1223 San Andres Street Malate, Manila","Good Impression Dental Clinic"
1311,"Pasay City","Pasay","1986, Ground Floor Taft Office Center Building, Taft Avenue,Pasay City, Pasay","Borja Ortho Dental Clinic"
1312,"Batasan Hills","Quezon","#35 A Filinvest Homes - 1 Road Masbate Street Batasan Hills Quezon City, Quezon","Banaag Dental Clinic"
1313,"Novaliches","Caloocan","Nodado General Hospital, Zabarte Road,Caloocan City, Caloocan","Nodado General Hospital"
1314,"Pasay City","Pasay","No. 88, 2nd Floor, Ns Nova Building, Ncr Dental Clinic, Fb Harrison Corner Don B. Hernandez Street, Malibay,Pasay City, Pasay","NCR Dental Clinic"
1315,"Paso de Blas","Valenzuela","LB Building 515 Paso De Blas Rd. Paso De Blas, Valenzuela City, Valenzuela","Toothfield Dental Clinic"
1316,"Kaunlaran Village","Malabon","970 M. Naval Street, Navotas, NCR, Navotas","Caloocan City Medical Center"
1317,"San Lorenzo","Makati","450 A.Mabini Streeth Caloocan City, Malabon","Dermatics Clinical Skin Health"
1318,"Alabang","Muntinlupa","Room722 Medical Offices Building Asian Hospital Medical Center 2205 Civic Dr, Muntinlupa, 1780 Metro Manila, Muntinlupa","Tokyo Healthlink"
1319,"Ninoy Acquino Airport","Pasay","2nd Floor, Room 207 Gisselles Park Plaza Building , Pasay Taft Rotonda, Metro Manila,Pasay City, Pasay","DXN International Ltd"
1320,"Concepcion Dos","Marikina","39 B. G. Molina Street,Marikina City, Marikina","Holy Family Medical Clinic"
1321,"Valencia","Quezon","Unit 5 Barcelona Towers Marquinton Residences, Quezon","R&L Ponti Dental and Diagnostic Center"
1322,"Fort Bonifacio","Taguig","Ground Floor AB Garcia Building Block 3 Lot 6 Phase 1 Pinagsama Village Western Bicutan Taguig City, Taguig","Chummy Star Dental Care"
1323,"San Antonio Village","Makati","9446, Baticulin Street, San Antonio Village, Makati City, 1203, Metro Manila,Makati City, Makati","Churchil Tapia Medical Clinic"
1324,"Rosario","Pasig","2nd Floor Robinsons Mall Town Mall Malabon City, Malabon","Antonito Group of Dentist"
1325,"Rosario","Pasig","Samson Road Caloocan, Caloocan","Antonito Group of Dentist"
1326,"Quezon City","Metro Manila","Aurora Blvd, Quezon City, Metro Manila","University of the East Ramon Magsaysay Memorial Medical Center"
1327,"Sampaloc","Manila","1602 Piy Margal Street Sampaloc Manila, Manila","Fresco Dental Clinic"
1328,"San Lorenzo","Makati","3rd Floor Paseo Tesoro Building, 822 Arnaiz Avenue, Makati City, 1228, Metro Manila,Makati City, Makati","Dermaesthetique"
1329,"Pasay City","Pasay","2775 Roxas Boulevard, Pasay City, Metro Manila,Pasay City, Pasay","Trinity Healthcare Services"
1330,"Highway Hills","Mandaluyong","600, Sacred Heart Multispecialty Clinic And Diagnostic Center Incorporated, Ground Floor Jovan Condominium, Shaw Boulevard, Corner Samat Street,Mandaluyong City, Mandaluyong","Dr Cipriano Simbahan"
